1 1:13.640000 2:3.100000 3:2.560000 4:15.200000 5:116.000000 6:2.700000 7:3.030000 8:0.170000 9:1.660000 10:5.100000 11:0.960000 12:3.360000 13:845.000000
1 1:14.210000 2:4.040000 3:2.440000 4:18.900000 5:111.000000 6:2.850000 7:2.650000 8:0.300000 9:1.250000 10:5.240000 11:0.870000 12:3.330000 13:1080.000000
1 1:13.770000 2:1.900000 3:2.680000 4:17.100000 5:115.000000 6:3.000000 7:2.790000 8:0.390000 9:1.680000 10:6.300000 11:1.130000 12:2.930000 13:1375.000000
1 1:14.390000 2:1.870000 3:2.450000 4:14.600000 5:96.000000 6:2.500000 7:2.520000 8:0.300000 9:1.980000 10:5.250000 11:1.020000 12:3.580000 13:1290.000000
1 1:13.560000 2:1.730000 3:2.460000 4:20.500000 5:116.000000 6:2.960000 7:2.780000 8:0.200000 9:2.450000 10:6.250000 11:0.980000 12:3.030000 13:1120.000000
2 1:11.870000 2:4.310000 3:2.390000 4:21.000000 5:82.000000 6:2.860000 7:3.030000 8:0.210000 9:2.910000 10:2.800000 11:0.750000 12:3.640000 13:380.000000
2 1:11.620000 2:1.990000 3:2.280000 4:18.000000 5:98.000000 6:3.020000 7:2.260000 8:0.170000 9:1.350000 10:3.250000 11:1.160000 12:2.960000 13:345.000000
2 1:12.290000 2:2.830000 3:2.220000 4:18.000000 5:88.000000 6:2.450000 7:2.250000 8:0.250000 9:1.990000 10:2.150000 11:1.150000 12:3.300000 13:290.000000
2 1:12.000000 2:0.920000 3:2.000000 4:19.000000 5:86.000000 6:2.420000 7:2.260000 8:0.300000 9:1.430000 10:2.500000 11:1.380000 12:3.120000 13:278.000000
2 1:11.960000 2:1.090000 3:2.300000 4:21.000000 5:101.000000 6:3.380000 7:2.140000 8:0.130000 9:1.650000 10:3.210000 11:0.990000 12:3.130000 13:886.000000
2 1:12.370000 2:1.070000 3:2.100000 4:18.500000 5:88.000000 6:3.520000 7:3.750000 8:0.240000 9:1.950000 10:4.500000 11:1.040000 12:2.770000 13:660.000000
2 1:13.860000 2:1.510000 3:2.670000 4:25.000000 5:86.000000 6:2.950000 7:2.860000 8:0.210000 9:1.870000 10:3.380000 11:1.360000 12:3.160000 13:410.000000
2 1:12.040000 2:4.300000 3:2.380000 4:22.000000 5:80.000000 6:2.100000 7:1.750000 8:0.420000 9:1.350000 10:2.600000 11:0.790000 12:2.570000 13:580.000000
2 1:11.030000 2:1.510000 3:2.200000 4:21.500000 5:85.000000 6:2.460000 7:2.170000 8:0.520000 9:2.010000 10:1.900000 11:1.710000 12:2.870000 13:407.000000
2 1:12.340000 2:2.450000 3:2.460000 4:21.000000 5:98.000000 6:2.560000 7:2.110000 8:0.340000 9:1.310000 10:2.800000 11:0.800000 12:3.380000 13:438.000000
2 1:12.510000 2:1.730000 3:1.980000 4:20.500000 5:85.000000 6:2.200000 7:1.920000 8:0.320000 9:1.480000 10:2.940000 11:1.040000 12:3.570000 13:672.000000
2 1:11.640000 2:2.060000 3:2.460000 4:21.600000 5:84.000000 6:1.950000 7:1.690000 8:0.480000 9:1.350000 10:2.800000 11:1.000000 12:2.750000 13:680.000000
2 1:12.080000 2:1.830000 3:2.320000 4:18.500000 5:81.000000 6:1.600000 7:1.500000 8:0.520000 9:1.640000 10:2.400000 11:1.080000 12:2.270000 13:480.000000
2 1:12.160000 2:1.610000 3:2.310000 4:22.800000 5:90.000000 6:1.780000 7:1.690000 8:0.430000 9:1.560000 10:2.450000 11:1.330000 12:2.260000 13:495.000000
2 1:12.770000 2:3.430000 3:1.980000 4:16.000000 5:80.000000 6:1.630000 7:1.250000 8:0.430000 9:0.830000 10:3.400000 11:0.700000 12:2.120000 13:372.000000
2 1:12.420000 2:1.610000 3:2.190000 4:22.500000 5:108.000000 6:2.000000 7:2.090000 8:0.340000 9:1.610000 10:2.060000 11:1.060000 12:2.960000 13:345.000000
2 1:12.640000 2:1.360000 3:2.020000 4:16.800000 5:100.000000 6:2.020000 7:1.410000 8:0.530000 9:0.620000 10:5.750000 11:0.980000 12:1.590000 13:450.000000
2 1:12.290000 2:3.170000 3:2.210000 4:18.000000 5:88.000000 6:2.850000 7:2.990000 8:0.450000 9:2.810000 10:2.300000 11:1.420000 12:2.830000 13:406.000000
2 1:11.460000 2:3.740000 3:1.820000 4:19.500000 5:107.000000 6:3.180000 7:2.580000 8:0.240000 9:3.580000 10:2.900000 11:0.750000 12:2.810000 13:562.000000
2 1:11.660000 2:1.880000 3:1.920000 4:16.000000 5:97.000000 6:1.610000 7:1.570000 8:0.340000 9:1.150000 10:3.800000 11:1.230000 12:2.140000 13:428.000000
2 1:12.700000 2:3.870000 3:2.400000 4:23.000000 5:101.000000 6:2.830000 7:2.550000 8:0.430000 9:1.950000 10:2.570000 11:1.190000 12:3.130000 13:463.000000
2 1:13.340000 2:0.940000 3:2.360000 4:17.000000 5:110.000000 6:2.530000 7:1.300000 8:0.550000 9:0.420000 10:3.170000 11:1.020000 12:1.930000 13:750.000000
2 1:11.560000 2:2.050000 3:3.230000 4:28.500000 5:119.000000 6:3.180000 7:5.080000 8:0.470000 9:1.870000 10:6.000000 11:0.930000 12:3.690000 13:465.000000
2 1:12.370000 2:1.210000 3:2.560000 4:18.100000 5:98.000000 6:2.420000 7:2.650000 8:0.370000 9:2.080000 10:4.600000 11:1.190000 12:2.300000 13:678.000000
3 1:13.710000 2:5.650000 3:2.450000 4:20.500000 5:95.000000 6:1.680000 7:0.610000 8:0.520000 9:1.060000 10:7.700000 11:0.640000 12:1.740000 13:740.000000
3 1:13.780000 2:2.760000 3:2.300000 4:22.000000 5:90.000000 6:1.350000 7:0.680000 8:0.410000 9:1.030000 10:9.580000 11:0.700000 12:1.680000 13:615.000000
3 1:12.580000 2:1.290000 3:2.100000 4:20.000000 5:103.000000 6:1.480000 7:0.580000 8:0.530000 9:1.400000 10:7.600000 11:0.580000 12:1.550000 13:640.000000
3 1:13.270000 2:4.280000 3:2.260000 4:20.000000 5:120.000000 6:1.590000 7:0.690000 8:0.430000 9:1.350000 10:10.200000 11:0.590000 12:1.560000 13:835.000000
3 1:13.500000 2:3.120000 3:2.620000 4:24.000000 5:123.000000 6:1.400000 7:1.570000 8:0.220000 9:1.250000 10:8.600000 11:0.590000 12:1.300000 13:500.000000
3 1:13.840000 2:4.120000 3:2.380000 4:19.500000 5:89.000000 6:1.800000 7:0.830000 8:0.480000 9:1.560000 10:9.010000 11:0.570000 12:1.640000 13:480.000000
3 1:13.320000 2:3.240000 3:2.380000 4:21.500000 5:92.000000 6:1.930000 7:0.760000 8:0.450000 9:1.250000 10:8.420000 11:0.550000 12:1.620000 13:650.000000
3 1:13.230000 2:3.300000 3:2.280000 4:18.500000 5:98.000000 6:1.800000 7:0.830000 8:0.610000 9:1.870000 10:10.520000 11:0.560000 12:1.510000 13:675.000000
3 1:12.510000 2:1.240000 3:2.250000 4:17.500000 5:85.000000 6:2.000000 7:0.580000 8:0.600000 9:1.250000 10:5.450000 11:0.750000 12:1.510000 13:650.000000
3 1:13.620000 2:4.950000 3:2.350000 4:20.000000 5:92.000000 6:2.000000 7:0.800000 8:0.470000 9:1.020000 10:4.400000 11:0.910000 12:2.050000 13:550.000000
3 1:12.960000 2:3.450000 3:2.350000 4:18.500000 5:106.000000 6:1.390000 7:0.700000 8:0.400000 9:0.940000 10:5.280000 11:0.680000 12:1.750000 13:675.000000
3 1:13.480000 2:1.670000 3:2.640000 4:22.500000 5:89.000000 6:2.600000 7:1.100000 8:0.520000 9:2.290000 10:11.750000 11:0.570000 12:1.780000 13:620.000000
3 1:13.170000 2:2.590000 3:2.370000 4:20.000000 5:120.000000 6:1.650000 7:0.680000 8:0.530000 9:1.460000 10:9.300000 11:0.600000 12:1.620000 13:840.000000
3 1:12.250000 2:3.880000 3:2.200000 4:18.500000 5:112.000000 6:1.380000 7:0.780000 8:0.290000 9:1.140000 10:8.210000 11:0.650000 12:2.000000 13:855.000000
3 1:13.110000 2:1.900000 3:2.750000 4:25.500000 5:116.000000 6:2.200000 7:1.280000 8:0.260000 9:1.560000 10:7.100000 11:0.610000 12:1.330000 13:425.000000
3 1:13.160000 2:3.570000 3:2.150000 4:21.000000 5:102.000000 6:1.500000 7:0.550000 8:0.430000 9:1.300000 10:4.000000 11:0.600000 12:1.680000 13:830.000000
